outcome,treatment,outcome_label,treatment_label,variable,importance,rank,variable_label,importance_norm
O4_welfare_binary,C_nat_econ_last,Welfare spending opposition,National retrospective economic pessimism,V241281x,0.007602356999773292,51,Spending: aid to the poor,0.10266275213968468
O4_welfare_binary,C_nat_econ_last,Welfare spending opposition,National retrospective economic pessimism,V241320,0.007591796454071428,52,Favor felon voting rights,0.10252014180372142
O4_welfare_binary,C_nat_econ_last,Welfare spending opposition,National retrospective economic pessimism,V241104,0.005325731891605825,53,2020 presidential vote recall,0.07191904999550106
O4_welfare_binary,C_nat_econ_last,Welfare spending opposition,National retrospective economic pessimism,V241378x,0.005253089223610579,54,Gay/lesbian job protection (summary),0.0709380784074286
O4_welfare_binary,C_nat_econ_last,Welfare spending opposition,National retrospective economic pessimism,V241497,0.003966990406855569,55,Union membership (HH),0.05357051147317405
O4_welfare_binary,C_nat_econ_last,Welfare spending opposition,National retrospective economic pessimism,V241551,0.0032799475190181254,56,Gender identity,0.04429263703166965
O4_welfare_binary,C_nat_econ_last,Welfare spending opposition,National retrospective economic pessimism,V241571,0.002545170901104683,57,Has health insurance,0.03437016301405471
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241539,0.05855089951807069,1,Financial worry (current),1
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241483,0.04555135909097323,2,Employment status,0.7779788093078676
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241381x,0.04526533827112387,3,Gay/lesbian couples adopt (summary),0.7730938148465769
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241540,0.04333272537509884,4,Able to make housing payments,0.7400864159520721
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241275x,0.03727060136011953,5,Spending: welfare programs,0.6365504487017596
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241608,0.03553085454344224,6,Sexism: women seek control over men,0.6068370398387523
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241621,0.032665822801595995,7,Life satisfaction,0.5579047131720714
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241576,0.031928556950946645,8,Little interest/pleasure (PHQ-2),0.5453128340255894
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241397,0.031757318543763215,9,Best way to deal with urban unrest,0.5423882264005506
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241039,0.029872504799826862,10,Pre-election presidential vote,0.5101971967246591
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241302,0.02906562671126387,11,Abortion stance (STD),0.4964163992441019
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241255,0.025824493338386052,12,Govt assistance to Blacks scale,0.4410605738075089
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241554,0.023746937452896414,13,Stock market investment,0.4055776708531582
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241177,0.023659081265620795,14,Ideology (liberal-conservative),0.4040771612452998
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241239,0.022786263816131393,15,Spending & services scale,0.3891701750730374
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241607,0.021679447492452802,16,Sexism: women over-interpret remarks,0.37026668541209734
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241465x,0.02121816805658908,17,Education,0.3623884215483397
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241372x,0.020561047422272386,18,Transgender bathroom policy (summary),0.3511653551270649
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241570,0.02055305372354867,19,Trouble concentrating (past week),0.3510288294922837
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241567x,0.020509371312361833,20,Household income (6-cat),0.35028277073748426
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241320,0.01937893795340789,21,Favor felon voting rights,0.3309759220253641
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241252,0.018916829307395144,22,Guaranteed job/income scale,0.32308349595136115
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241378x,0.01835760419572787,23,Gay/lesbian job protection (summary),0.3135324025220505
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241385x,0.017606990941660322,24,Gay marriage (summary),0.3007125609782688
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241266x,0.016478135791959954,25,Spending: public schools,0.2814326667496248
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241335,0.015984344225408335,26,Trust in news media,0.27299912310442054
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241578,0.015138956164953215,27,Too sensitive / easily offended,0.25856060777137757
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241375x,0.014715886870125263,28,Ban transgender girls sports (summary),0.2513349409018638
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241290x,0.014639462031767176,29,DEI approval (summary),0.2500296690958432
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241004,0.014209830188220536,30,Attention to politics,0.24269191942704357
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241118,0.01410308479300263,31,Emotion: hopeful,0.2408687980728625
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241577,0.012640411575483982,32,Felt depressed/hopeless (PHQ-2),0.21588757268507455
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241387,0.012607015899229902,33,Party better: environment,0.21531720269026733
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241422,0.011596544600689939,34,V241422,0.1980592048310184
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241281x,0.01151897514834708,35,Spending: aid to the poor,0.1967343839831522
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241420,0.011479762148241503,36,Religion (denomination),0.196064659001498
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241120,0.011478822363138417,37,Emotion: outraged,0.19604860826426215
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241025,0.011092987313972175,38,Party of registration,0.18945887091877253
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241121,0.010941333186444096,39,Emotion: angry,0.18686874627890643
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241579,0.010633748584448474,40,Self-censorship frequency,0.18161546059880015
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241571,0.009862985969187603,41,Has health insurance,0.16845148495359272
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241119,0.009611054741232677,42,Emotion: afraid,0.16414871198121211
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241272x,0.009586771536061902,43,Spending: crime,0.1637339753098604
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241125,0.00898552355557641,44,Emotion: irritated,0.15346516671026017
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241123,0.008446159364962463,45,Emotion: worried,0.14425328106796562
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241126,0.007900381214974609,46,Emotion: nervous,0.13493185040711966
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241236,0.00787234152155829,47,Party better: economy,0.13445295608359753
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241269x,0.007436683343015444,48,Spending: border security,0.12701228169381487
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241237,0.007349324981048058,49,Party better: immigration,0.12552027452250875
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241551,0.004040248807247488,50,Gender identity,0.06900404332815652
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241124,0.0036416504433963845,51,Emotion: proud,0.0621963193284922
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241319x,0.0029875558973903866,52,Favor voter ID (summary),0.0510249359442946
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241232,0.0024543468758750236,53,Government waste,0.0419181754008328
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241122,0.002205542824588238,54,Emotion: happy,0.037668811969447824
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241104,0.0013525961907744377,55,2020 presidential vote recall,0.023101202576007958
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241497,0.0012099918343864645,56,Union membership (HH),0.020665640397429286
O4_welfare_binary,C_nat_econ_next,Welfare spending opposition,National prospective economic pessimism,V241117,2.077057686157882e-4,57,Right track / wrong track,0.00354743941297919
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241567x,0.06223742683101231,1,Household income (6-cat),1
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241275x,0.06155424211864673,2,Spending: welfare programs,0.9890229280490569
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241378x,0.04126502703634329,3,Gay/lesbian job protection (summary),0.6630259176425547
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241252,0.03801443201657775,4,Guaranteed job/income scale,0.6107969746209931
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241177,0.035910501622821424,5,Ideology (liberal-conservative),0.5769920681381314
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241039,0.03175127697859493,6,Pre-election presidential vote,0.5101637165174954
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241570,0.03142345517784868,7,Trouble concentrating (past week),0.5048964389734486
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241302,0.02871445803839559,8,Abortion stance (STD),0.4613696211503309
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241621,0.028556815720256982,9,Life satisfaction,0.45883670283790384
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241381x,0.02757506794617938,10,Gay/lesbian couples adopt (summary),0.4430624682002275
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241607,0.025879213684839895,11,Sexism: women over-interpret remarks,0.41581432592172224
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241397,0.025511634278020782,12,Best way to deal with urban unrest,0.40990824294986083
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241576,0.024889956370047706,13,Little interest/pleasure (PHQ-2),0.3999194317211919
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241239,0.023132160703134286,14,Spending & services scale,0.3716760457649215
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241121,0.022075792644594684,15,Emotion: angry,0.35470284953353065
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241126,0.02031363886014291,16,Emotion: nervous,0.3263894395136018
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241539,0.02013427952641433,17,Financial worry (current),0.32350758300279875
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241540,0.01998800173511095,18,Able to make housing payments,0.3211572642516628
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241372x,0.01998417280582431,19,Transgender bathroom policy (summary),0.32109574292146653
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241608,0.019982633031604517,20,Sexism: women seek control over men,0.32107100259561766
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241465x,0.018738213928526738,21,Education,0.30107629576982553
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241025,0.017522993034141208,22,Party of registration,0.28155073122993685
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241123,0.01737202682739,23,Emotion: worried,0.27912508135271563
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241578,0.016912483177569767,24,Too sensitive / easily offended,0.2717413626930739
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241119,0.016771222746844887,25,Emotion: afraid,0.26947166039467346
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241118,0.01572629461686555,26,Emotion: hopeful,0.2526822752419656
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241420,0.01458868202567372,27,Religion (denomination),0.23440368229369535
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241577,0.014530161978306559,28,Felt depressed/hopeless (PHQ-2),0.2334634112968552
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241237,0.013810591816549693,29,Party better: immigration,0.22190171605340225
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241375x,0.013257205781022033,30,Ban transgender girls sports (summary),0.21301018464368926
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241125,0.01303493724802802,31,Emotion: irritated,0.20943888447413825
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241120,0.012700815405820501,32,Emotion: outraged,0.20407038099929617
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241255,0.012484306421463092,33,Govt assistance to Blacks scale,0.20059162239082612
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241579,0.012226224831299901,34,Self-censorship frequency,0.19644489584212196
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241422,0.012114054269301077,35,V241422,0.19464259507696677
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241483,0.011804414292058626,36,Employment status,0.18966745402424962
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241004,0.011761296349990397,37,Attention to politics,0.18897465639003339
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241554,0.011623184452542387,38,Stock market investment,0.18675554315736373
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241387,0.011001160166416732,39,Party better: environment,0.17676116649692464
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241385x,0.01100086477367324,40,Gay marriage (summary),0.17675642027333324
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241266x,0.010177739255539935,41,Spending: public schools,0.1635308491010503
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241290x,0.009790145771096102,42,DEI approval (summary),0.15730318989052045
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241236,0.009392323380140453,43,Party better: economy,0.15091117770088058
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241117,0.009108732885354047,44,Right track / wrong track,0.1463545867679615
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241272x,0.00895646213767824,45,Spending: crime,0.14390797617640774
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241281x,0.008156626961741884,46,Spending: aid to the poor,0.13105662263140858
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241320,0.007874774984444178,47,Favor felon voting rights,0.1265279653322726
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241269x,0.007414822660081903,48,Spending: border security,0.11913768029347846
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241319x,0.007061146617956864,49,Favor voter ID (summary),0.1134549896660953
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241335,0.006822613424969472,50,Trust in news media,0.10962235703436617
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241124,0.006646147246935204,51,Emotion: proud,0.10678698630939369
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241122,0.00539869706437453,52,Emotion: happy,0.08674357760697798
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241551,0.005218779309075816,53,Gender identity,0.08385274865630127
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241571,0.004902698105090923,54,Has health insurance,0.07877411317795606
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241232,0.003442315116134223,55,Government waste,0.05530940611476164
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241104,0.001480635212718967,56,2020 presidential vote recall,0.023790109715480404
O4_welfare_binary,C_pers_fin_last,Welfare spending opposition,Personal financial retrospective pessimism,V241497,2.800185967716161e-4,57,Union membership (HH),0.004499199453279542
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241177,0.06729918197649792,1,Ideology (liberal-conservative),1
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241576,0.05458322434600048,2,Little interest/pleasure (PHQ-2),0.811053310648886
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241539,0.050945141439931986,3,Financial worry (current),0.7569949580921049
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241567x,0.044606858076672085,4,Household income (6-cat),0.6628142685634663
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241483,0.04374255312859386,5,Employment status,0.6499715426536617
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241607,0.032017899681029346,6,Sexism: women over-interpret remarks,0.47575466358878726
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241422,0.02984422344151691,7,V241422,0.44345596135089793
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241397,0.02849674098296209,8,Best way to deal with urban unrest,0.423433690366603
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241302,0.027591865563786167,9,Abortion stance (STD),0.40998812694962233
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241381x,0.027136273868549377,10,Gay/lesbian couples adopt (summary),0.4032184801001868
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241608,0.026285552993393173,11,Sexism: women seek control over men,0.39057760022361876
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241578,0.025346813001240722,12,Too sensitive / easily offended,0.37662884238462635
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241121,0.024513786297906678,13,Emotion: angry,0.3642508805897125
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241385x,0.02444400226024052,14,Gay marriage (summary),0.36321395806529716
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241123,0.023578345929639345,15,Emotion: worried,0.35035115193336713
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241275x,0.02016132670148498,16,Spending: welfare programs,0.2995775893461183
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241540,0.020130902518901594,17,Able to make housing payments,0.2991255157593396
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241570,0.019908263478281653,18,Trouble concentrating (past week),0.29581731744130224
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241119,0.01988178196799993,19,Emotion: afraid,0.29542382810749473
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241004,0.019504533289890734,20,Attention to politics,0.28981828184333747
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241252,0.01837673532549897,21,Guaranteed job/income scale,0.2730603075073996
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241290x,0.018229692138894787,22,DEI approval (summary),0.27087538961856805
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241621,0.0178845098602496,23,Life satisfaction,0.26574631867732346
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241125,0.017164762275276146,24,Emotion: irritated,0.25505157375122905
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241266x,0.017111010765020942,25,Spending: public schools,0.254252878898237
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241255,0.01594810690330963,26,Govt assistance to Blacks scale,0.23697326527503695
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241239,0.015418804207183208,27,Spending & services scale,0.22910834506974734
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241120,0.015372509274047791,28,Emotion: outraged,0.22842044765738972
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241126,0.014818935036941506,29,Emotion: nervous,0.22019487609992855
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241420,0.014619925062035027,30,Religion (denomination),0.21723778258018894
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241465x,0.01443880132197707,31,Education,0.2145464610107647
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241571,0.013612896443681737,32,Has health insurance,0.20227432256807523
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241378x,0.013319680822279583,33,Gay/lesbian job protection (summary),0.19791742531032627
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241039,0.013136396574080165,34,Pre-election presidential vote,0.19519400070371776
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241335,0.011057646844680179,35,Trust in news media,0.16430581353190454
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241375x,0.010744091893030754,36,Ban transgender girls sports (summary),0.15964669372627416
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241320,0.01055885539864583,37,Favor felon voting rights,0.1568942606513876
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241579,0.010330539857194777,38,Self-censorship frequency,0.1535017150847745
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241118,0.00994904305588476,39,Emotion: hopeful,0.14783304586613166
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241124,0.00931117085931835,40,Emotion: proud,0.138354889106527
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241372x,0.008520292295907363,41,Transgender bathroom policy (summary),0.1266032074339745
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241236,0.008119358192904113,42,Party better: economy,0.12064571892923658
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241281x,0.007843288903962643,43,Spending: aid to the poor,0.11654359939622534
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241577,0.0072562389818884845,44,Felt depressed/hopeless (PHQ-2),0.10782061191208078
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241272x,0.0070651459819626415,45,Spending: crime,0.10498115689474379
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241025,0.006992269757111788,46,Party of registration,0.10389828749409782
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241387,0.006802682260982843,47,Party better: environment,0.10108120279022799
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241319x,0.006668740768870973,48,Favor voter ID (summary),0.09909096326311688
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241269x,0.005870113376054826,49,Spending: border security,0.08722414156690306
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241554,0.004615073152667776,50,Stock market investment,0.06857547175357112
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241551,0.004303496481196989,51,Gender identity,0.06394574725588562
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241237,0.004121163727466449,52,Party better: immigration,0.06123646092616152
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241232,0.0034445957428929906,53,Government waste,0.05118332261595549
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241122,0.0025570783502151155,54,Emotion: happy,0.037995682489990634
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241104,0.0021696440967888704,55,2020 presidential vote recall,0.03223878854198479
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241497,0.0017642484969334251,56,Union membership (HH),0.026215006559062372
O4_welfare_binary,C_fin_nextyear,Welfare spending opposition,Personal financial prospective worry,V241117,4.6318456844228993e-4,57,Right track / wrong track,0.006882469516554335
O5_aidpoor_binary,C_nat_econ_last,Aid to poor opposition,National retrospective economic pessimism,V241281x,0.13840474567233285,1,Spending: aid to the poor,1
O5_aidpoor_binary,C_nat_econ_last,Aid to poor opposition,National retrospective economic pessimism,V241567x,0.0927089720767698,2,Household income (6-cat),0.6698395465156536
O5_aidpoor_binary,C_nat_econ_last,Aid to poor opposition,National retrospective economic pessimism,V241239,0.060250582798674665,3,Spending & services scale,0.4353216539360238
O5_aidpoor_binary,C_nat_econ_last,Aid to poor opposition,National retrospective economic pessimism,V241290x,0.039357064566035056,4,DEI approval (summary),0.28436210315512717
O5_aidpoor_binary,C_nat_econ_last,Aid to poor opposition,National retrospective economic pessimism,V241397,0.03854513996577948,5,Best way to deal with urban unrest,0.2784957970807837
